GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_90	clust_91	clust_92	clust_93	clust_94	clust_95	clust_96	clust_97	clust_98	clust_99	clust_100
AB539725	1	2908	29.36726272	rep_cluster_1230	000530__NC_010626_00002	-	-	-	-	-	-	Non-mobilizable	AB539725	0	576	AB539725	1425	1464	1506	1564	1638	1716	1842	2006	2193	2445	3534
AB588180	1	21231	36.06989779	rep_cluster_1618	001002__NC_015261_00002	MOBQ	NC_015257_00005	-	-	-	-	Mobilizable	AB588180	0	3595	AB588180	1227	1258	1292	1343	1408	1478	1587	1722	1881	2074	2866
AB597522	1	113463	69.69584799	rep_cluster_1915	001355__NC_004808_00101	MOBF	AB597522_00122	-	-	-	-	Mobilizable	AB597522	0	2424	AB597522	4835	4961	5089	5274	5499	5784	6144	6653	7367	8475	15387
AB616660	1	47236	50.99288678	IncN	000155__CP018649	MOBF	NC_015599_00019	MPF_T	NC_009131_00030,NC_011617_00041,NC_014368_00014,NC_007682_00044,NC_008612_00190,NC_022375_00024	MOBF	NZ_CP016498	Conjugative	AB616660	0	915	AB616660	3397	3500	3609	3763	3944	4179	4484	4905	5421	6146	10293
AB702969	1	165311	49.51757596	IncFIA	000136__AP014877_00014	MOBF	NC_022333_00006	MPF_F	NC_009787_00004,NZ_AGTD01000004_00104,NC_021871_00015,NC_022333_00014,NZ_AGTD01000004_00099,NC_021817_00023,NZ_AGTD01000004_00096,NZ_AGTD01000004_00094,NC_022333_00021,NZ_AGTD01000004_00091	-	-	Conjugative	AB702969	0	2382	AB702969	3051	3142	3237	3361	3509	3702	3959	4303	4729	5353	8392
AB715422	1	87343	53.2475413	IncL/M	U27345	MOBP	NC_004464_00056	MPF_I	NC_004464_00105,NC_005246_00057,NC_019063_00094,NC_019344_00078,NC_004464_00066,NC_004464_00068,NC_019154_00069,NC_005246_00069,NC_004464_00073	-	-	Conjugative	AB715422	0	1070	AB715422	3205	3300	3397	3533	3697	3902	4174	4552	5012	5674	9218
AB723628	1	31713	55.62072336	-	-	-	-	-	-	-	-	Non-mobilizable	AB723628	0	888	AB723628	3777	3888	4000	4163	4360	4615	4943	5417	6044	7004	13229
AB852526	1	59534	64.49927772	IncP	000177__AB237782_00014	MOBP	NC_001735_00050	MPF_T	NC_001735_00049,NC_008459_00022,NC_004956_00085,NC_007353_00043	MOBP	KU302802	Conjugative	AB852526	0	131	AB852526	3138	3232	3328	3459	3614	3812	4075	4435	4877	5520	8699
AB855771	1	265575	25.47905488	rep_cluster_1536	000900__AB855771_00213	-	-	MPF_T	NC_010418_00318,NC_012654_00215,NZ_AOSX01000021_00203	-	-	Non-mobilizable	AB855771	0	4922	AB855771	2392	2467	2544	2640	2761	2910	3108	3366	3655	4050	6106
AB856327	1	160406	42.58444198	rep_cluster_1134	000413__KX957972	MOBH	NC_016983_00061	MPF_F	NC_016983_00062,NC_016983_00068,NC_016983_00069,NC_016983_00071,NC_016983_00076,NC_016983_00079,NC_016983_00081,NC_016983_00200	-	-	Conjugative	AB856327	0	4210	AB856327	3361	3464	3573	3727	3906	4140	4442	4860	5365	6071	10017
AB893594	1	5420	62.34317343	rep_cluster_1626	001016__AP008933_00001	-	-	-	-	-	-	Non-mobilizable	AB893594	0	5400	AB893594	625	638	657	683	718	750	801	846	910	998	1313
AB905437	1	17526	69.68503937	rep_cluster_249	001526__AB905437_00009	-	-	-	-	-	-	Non-mobilizable	AB905437	0	8140	AB905437	4885	5011	5139	5324	5549	5834	6194	6703	7417	8525	15437
AB910391	1	21001	27.14632637	rep_cluster_958	002439__AB910391_00009	-	-	-	-	-	-	Non-mobilizable	AB910391	0	4125	AB910391	673	687	707	734	770	805	858	904	971	1065	1396
AB910520	1	21001	27.15108804	rep_cluster_958	002439__AB910391_00009	-	-	-	-	-	-	Non-mobilizable	AB910520	0	4125	AB910520	673	687	707	734	770	805	858	904	971	1065	1397
AB914479	1	27115	35.31255762	rep_cluster_1618,rep_cluster_1328	001002__NC_015261_00002,000647__CP018212_00009	MOBQ	NC_015257_00005	-	-	-	-	Mobilizable	AB914479	0	3593	AB914479	4108	4226	4349	4520	4732	5005	5346	5830	6498	7544	14269
AB914743	1	28689	35.6129527	rep_cluster_1618,rep_cluster_1328	001002__NC_015261_00002,000647__CP018212_00009	MOBQ	NC_015257_00005	-	-	-	-	Mobilizable	AB914743	0	3593	AB914743	4108	4226	4349	4520	4732	5005	5346	5830	6498	7544	14268
AB931111	1	15929	41.84192354	-	-	-	-	-	-	-	-	Non-mobilizable	AB931111	0	5111	AB931111	6131	6257	6385	6570	6795	7080	7440	7949	8663	9771	16683
AB972537	1	2524	51.50554675	-	-	-	-	-	-	-	-	Non-mobilizable	AB972537	0	8141	AB972537	6555	6681	6809	6994	7219	7504	7864	8373	9087	10195	17107
AB972538	1	7187	51.0922499	rep_cluster_1911	001351__AB972538	MOBQ	CP025271_00003	-	-	-	-	Mobilizable	AB972538	0	7485	AB972538	3949	4060	4174	4337	4536	4797	5129	5606	6262	7302	13912
AB972539	1	5537	55.21040275	rep_cluster_1574	000948__AB972539_00003	-	-	-	-	-	-	Non-mobilizable	AB972539	0	6000	AB972539	6194	6320	6448	6633	6858	7143	7503	8012	8726	9834	16746
AB981620	1	5845	67.45936698	-	-	-	-	-	-	-	-	Non-mobilizable	AB981620	0	5992	AB981620	4792	4918	5046	5231	5456	5741	6101	6610	7324	8432	15344
AB983195	1	2908	29.29848693	rep_cluster_1230	000530__NC_010626_00002	-	-	-	-	-	-	Non-mobilizable	AB983195	0	576	AB983195	1425	1464	1506	1564	1638	1716	1842	2006	2193	2445	3536
AB987830	1	4301	61.35782376	rep_cluster_1414	000754__AB987830_00001	-	-	-	-	-	-	Non-mobilizable	AB987830	0	8142	AB987830	6532	6658	6786	6971	7196	7481	7841	8350	9064	10172	17084
AE000784	1	28601	25.04108248	-	-	-	-	-	-	-	-	Non-mobilizable	AE000784	0	3855	AE000784	2078	2137	2207	2287	2399	2533	2722	2969	3239	3610	5428
AE000785	1	24177	23.34863713	-	-	-	-	-	-	-	-	Non-mobilizable	AE000785	0	3853	AE000785	2073	2131	2200	2278	2389	2522	2711	2958	3228	3595	5396
AE000787	1	38829	26.06814494	-	-	-	-	-	-	-	-	Non-mobilizable	AE000787	0	4113	AE000787	2091	2150	2221	2301	2414	2549	2738	2986	3257	3634	5468
AE001583	1	5228	23.81407804	-	-	-	-	-	-	-	-	Non-mobilizable	AE001583	0	3865	AE001583	2072	2130	2199	2276	2387	2520	2709	2955	3225	3591	5386
AE001826	1	177466	63.19238615	-	-	MOBP	NC_000958_00019	-	-	-	-	Mobilizable	AE001826	0	4563	AE001826	3926	4037	4151	4314	4513	4774	5106	5583	6237	7276	13882
AE001827	1	45704	56.1635743	-	-	-	-	-	-	-	-	Non-mobilizable	AE001827	0	7287	AE001827	4301	4427	4555	4734	4958	5240	5593	6096	6794	7886	14751
AE008924	1	33700	61.86350148	rep_cluster_429	001763__NC_003922_00014	-	-	-	-	-	-	Non-mobilizable	AE008924	0	3172	AE008924	106	112	120	129	140	151	169	188	209	230	362
AE017195	1	208369	33.43971512	rep_cluster_125	000558__CP013279	-	-	MPF_unknown	NC_017203_00099,NC_018501_00133	-	-	Non-mobilizable	AE017195	0	3256	AE017195	1801	1850	1908	1975	2064	2167	2321	2516	2748	3064	4679
AF003958	1	6076	39.25279789	-	-	MOBP	AF003958_00007	-	-	MOBP	NC_013366	Mobilizable	AF003958	0	2428	AF003958	3998	4111	4230	4395	4600	4863	5197	5676	6334	7377	14032
AF019744	1	3300	43.87878788	-	-	-	-	-	-	-	-	Non-mobilizable	AF019744	0	1279	AF019744	28	32	37	44	52	59	67	72	78	83	106
AF028735	1	1987	31.45445395	-	-	-	-	-	-	-	-	Non-mobilizable	AF028735	0	8143	AF028735	1720	1767	1823	1889	1975	2072	2218	2402	2623	2920	4454
AF030624	1	1680	38.75	Inc13	000070__AF030624_00001	-	-	-	-	-	-	Non-mobilizable	AF030624	0	6299	AF030624	1710	1756	1811	1877	1962	2057	2202	2385	2606	2903	4434
AF036712	1	7028	36.88104724	Inc13	000073__AF036712_00003	MOBV	NC_001858_00003	-	-	-	-	Mobilizable	AF036712	0	541	AF036712	3991	4104	4221	4386	4590	4853	5187	5666	6323	7366	14004
AF065242	1	38235	54.14933961	-	-	-	-	-	-	-	-	Non-mobilizable	AF065242	0	7108	AF065242	2603	2681	2762	2865	2991	3149	3362	3631	3931	4340	6444
AF128883	1	20719	28.59694001	rep_cluster_1733,rep_cluster_2214	BX571858,AP003139	-	-	-	-	-	-	Non-mobilizable	AF128883	0	2968	AF128883	1444	1483	1525	1584	1660	1741	1869	2034	2223	2479	3622
AF141883	1	10968	54.13931437	-	-	-	-	-	-	-	-	Non-mobilizable	AF141883	0	5536	AF141883	2557	2633	2711	2811	2934	3089	3293	3555	3850	4255	6335
AF149757	1	6886	44.35085681	-	-	-	-	-	-	-	-	Non-mobilizable	AF149757	0	4879	AF149757	6207	6333	6461	6646	6871	7156	7516	8025	8739	9847	16759
AF164559	1	9328	37.19982847	rep_cluster_1070	000318__NC_005010_00009	MOBP	NC_005010_00008	-	-	-	-	Mobilizable	AF164559	0	8144	AF164559	1126	1147	1174	1217	1277	1337	1435	1554	1692	1851	2518
AF176225	1	1511	47.12111185	-	-	-	-	-	-	-	-	Non-mobilizable	AF176225	0	8145	AF176225	4095	4213	4336	4506	4717	4989	5326	5807	6474	7520	14240
AF200347	1	18664	34.3281183	-	-	-	-	-	-	-	-	Non-mobilizable	AF200347	0	4514	AF200347	829	845	866	900	945	987	1053	1124	1219	1335	1802
AF233873	1	1995	42.45614035	-	-	-	-	-	-	-	-	Non-mobilizable	AF233873	0	8146	AF233873	6349	6475	6603	6788	7013	7298	7658	8167	8881	9989	16901
AF236060	1	6127	44.88330341	rep_cluster_64	002093__AF109691_00007	-	-	-	-	-	-	Non-mobilizable	AF236060	0	4630	AF236060	4257	4382	4510	4687	4909	5191	5543	6043	6735	7820	14646
AF244083	1	4807	51.15456626	rep_cluster_2358	CP000974_00005	-	-	-	-	-	-	Non-mobilizable	AF244083	0	1841	AF244083	3219	3314	3411	3550	3715	3923	4196	4574	5036	5699	9249
AF244084	1	5643	51.12528797	rep_cluster_1164	000444__AF244084_00005	-	-	-	-	-	-	Non-mobilizable	AF244084	0	1838	AF244084	3220	3315	3412	3551	3716	3924	4197	4575	5037	5700	9254
AF264948	1	28185	50.2111052	rep_cluster_1099	000354__NC_018978_00001	-	-	-	-	-	-	Non-mobilizable	AF264948	0	2496	AF264948	4148	4269	4394	4568	4783	5058	5403	5890	6560	7609	14370
AF292711	1	8720	24.28899083	-	-	-	-	-	-	-	-	Non-mobilizable	AF292711	0	2279	AF292711	2044	2098	2167	2244	2355	2485	2674	2917	3183	3545	5298
AF302424	1	25407	39.01680639	rep_cluster_1012	000246__KX753679_00001	MOBP	NC_002579_00003	MPF_T	NC_002579_00023,NC_002579_00026,NC_002579_00027,NC_021724_00034,NC_002579_00032	-	-	Conjugative	AF302424	0	2936	AF302424	182	189	200	213	226	241	265	291	321	349	538
AF305615	1	4675	42.88770053	-	-	MOBF	NC_002632_00006	-	-	-	-	Mobilizable	AF305615	0	1400	AF305615	6003	6129	6257	6442	6667	6952	7312	7821	8535	9643	16555
AF306799	1	6094	33.42632097	rep_cluster_414	001739__AF306799	-	-	-	-	MOBP	NC_005312	Mobilizable	AF306799	0	2229	AF306799	1169	1191	1221	1267	1328	1397	1501	1626	1768	1936	2622
AF312688	1	22688	65.47954866	-	-	-	-	-	-	-	-	Non-mobilizable	AF312688	0	3084	AF312688	4683	4809	4937	5122	5347	5632	5992	6501	7215	8323	15235
AF449498	1	21019	48.51800752	-	-	-	-	-	-	-	-	Non-mobilizable	AF449498	0	751	AF449498	3444	3547	3657	3811	3995	4233	4541	4964	5495	6246	10695
AF459640	1	2134	38.42549203	rep_cluster_689	002154__CP003139_00001	-	-	-	-	-	-	Non-mobilizable	AF459640	0	3653	AF459640	1091	1112	1139	1182	1242	1302	1398	1515	1651	1809	2458
AF479774	1	11354	48.96071869	ColRNAI_rep_cluster_1987	CP041116_00002	-	-	-	-	-	-	Non-mobilizable	AF479774	0	1114	AF479774	3582	3688	3799	3957	4146	4394	4712	5166	5745	6601	12042
AF511037	1	3176	32.87153652	rep_cluster_1197	AF511037	-	-	-	-	-	-	Non-mobilizable	AF511037	0	3183	AF511037	1123	1144	1171	1214	1274	1334	1432	1551	1688	1847	2513
AJ224743	1	1921	40.60385216	-	-	-	-	-	-	-	-	Non-mobilizable	AJ224743	0	7487	AJ224743	1898	1948	2008	2078	2173	2280	2436	2636	2873	3196	4839
AJ271879	1	10687	57.03190793	IncQ1	000191__AB109805_00009	MOBQ	NC_005312_00007	-	-	MOBQ	KP398867	Mobilizable	AJ271879	0	188	AJ271879	3535	3640	3751	3909	4097	4344	4659	5112	5685	6511	11615
AJ297913	1	45319	58.9024471	rep_cluster_236	001511__KJ850907_00001	MOBP	NC_010332_00013	MPF_T	NC_010332_00022,NC_010332_00023,NC_010332_00025,NC_010332_00028	-	-	Conjugative	AJ297913	0	193	AJ297913	52	56	62	69	80	89	99	106	115	128	212
AJ304453	1	55578	59.84742164	-	-	MOBP	AJ304453_00017	MPF_T	NC_010332_00028	-	-	Conjugative	AJ304453	0	195	AJ304453	51	55	61	68	78	87	96	103	111	124	207
AJ311718	1	4379	49.73738296	-	-	-	-	-	-	-	-	Non-mobilizable	AJ311718	0	8035	AJ311718	3512	3617	3728	3884	4071	4317	4631	5083	5654	6477	11520
AJ431260	1	79370	62.75544916	IncP	000180__NC_006830_00001	MOBP	NC_007353_00011	MPF_T	NC_007353_00043,NC_006830_00008,NC_006830_00009,NC_019318_00040	MOBP	NC_017965	Conjugative	AJ431260	0	127	AJ431260	3139	3233	3329	3460	3615	3814	4079	4441	4886	5531	8723
AJ493278	1	9935	32.93407146	rep_cluster_589	001996__NC_004528_00009	MOBV	NC_004528_00008	-	-	-	-	Mobilizable	AJ493278	0	4439	AJ493278	791	807	828	861	903	943	1006	1075	1163	1268	1695
AJ576039	1	101016	66.00439534	-	-	MOBF	NC_005307_00072	-	-	-	-	Mobilizable	AJ576039	0	3956	AJ576039	4379	4505	4633	4818	5043	5327	5684	6191	6899	8005	14902
AJ579365	1	17108	33.99579144	rep_cluster_282	FN377602	MOBV,MOBV	NC_005076_00012,AJ579365_00019	-	-	MOBV	NZ_CP009579	Mobilizable	AJ579365	0	608	AJ579365	1274	1307	1343	1397	1466	1537	1649	1791	1952	2150	2985
AJ639924	1	56167	63.80258871	IncP	000177__AB237782_00014	MOBP	NC_001735_00050	MPF_T	NC_019318_00059,NC_004956_00085,NC_008459_00022,NC_001735_00049	MOBP	NC_022371	Conjugative	AJ639924	0	133	AJ639924	3138	3232	3328	3459	3614	3812	4075	4435	4878	5523	8704
AJ744860	1	68869	62.34009496	IncP	000182__CP002151_00001	MOBP	NC_008357_00089	MPF_T	NC_019318_00059,NC_008357_00035,NC_008357_00088	MOB_unknown	NZ_HG941719	Conjugative	AJ744860	0	145	AJ744860	3135	3228	3324	3455	3610	3808	4070	4429	4871	5512	8644
AJ748844	1	3649	34.99588928	-	-	-	-	-	-	-	-	Non-mobilizable	AJ748844	0	7809	AJ748844	6433	6559	6687	6872	7097	7382	7742	8251	8965	10073	16985
AJ863570	1	57198	64.61939229	IncP	000177__AB237782_00014	MOBP	NC_001735_00050	MPF_T	NC_019318_00059,NC_004956_00085,NC_008459_00022,NC_001735_00049	MOBP	KU302802	Conjugative	AJ863570	0	131	AJ863570	3138	3232	3328	3459	3614	3812	4075	4435	4877	5520	8687
AJ871637	1	9698	32.39843267	-	-	MOBV	NC_006869_00001	-	-	-	-	Mobilizable	AJ871637	0	626	AJ871637	1604	1646	1695	1759	1843	1937	2074	2248	2455	2731	4204
AJ871638	1	14218	29.47671965	rep_cluster_1836	001262__CP009690	MOBV	NC_006870_00006	-	-	-	-	Mobilizable	AJ871638	0	2109	AJ871638	1616	1659	1708	1772	1856	1950	2087	2261	2468	2744	4224
AM039948	1	1852	56.587473	-	-	-	-	-	-	-	-	Non-mobilizable	AM039948	0	2147	AM039948	3652	3761	3872	4031	4221	4469	4788	5245	5827	6708	12517
AM039949	1	19146	59.76183015	-	-	MOBQ	NC_007505_00009	-	-	-	-	Mobilizable	AM039949	0	3167	AM039949	4430	4556	4684	4869	5094	5379	5739	6248	6962	8070	14982
AM039950	1	38116	60.7330255	-	-	MOBF	NC_017558_00016	MPF_T	NC_007506_00022,NC_005240_00012,NC_017558_00032,NC_005240_00010,NC_005240_00006	-	-	Conjugative	AM039950	0	5637	AM039950	103	108	116	125	136	147	165	183	201	222	344
AM039951	1	182572	60.49284666	rep_cluster_461	001811__CP013007_00019	MOBP	NC_007507_00032	MPF_I	NC_007507_00008,NC_007507_00042,NC_007507_00056,NC_007507_00198,NC_007507_00199	-	-	Conjugative	AM039951	0	7319	AM039951	4143	4263	4388	4562	4777	5052	5397	5884	6554	7601	14346
AM157767	1	69966	57.5007861	rep_cluster_717	002189__AM157767_00028	MOBP	AM157767_00077	MPF_T	NC_019318_00059,NC_019378_00044	-	-	Conjugative	AM157767	0	168	AM157767	2868	2955	3043	3161	3301	3479	3716	4012	4343	4801	7096
AM180253	1	27048	29.04835847	rep_cluster_1701	001111__NC_020128_00032	-	-	-	-	-	-	Non-mobilizable	AM180253	0	3329	AM180253	4151	4272	4397	4571	4786	5061	5407	5894	6565	7614	14376
AM236081	1	151564	57.62186271	rep_cluster_512,rep_cluster_446,rep_cluster_592	001886__CP016288,001790__NC_007762_00218,002017__CP007238_00110	MOBQ	NC_008382_00075	MPF_T	NC_008382_00063,NC_008382_00140,NC_008382_00142,NC_008382_00143,NC_008382_00144	-	-	Conjugative	AM236081	0	5336	AM236081	5862	5988	6116	6301	6526	6811	7171	7680	8394	9502	16414
AM236082	1	147463	58.7449055	rep_cluster_577	001976__HG916853_00001	MOBQ	NC_008383_00124	MPF_T	NC_008383_00121,NC_010865_00164,NC_008383_00141	-	-	Conjugative	AM236082	0	7578	AM236082	4349	4475	4603	4787	5012	5296	5653	6159	6860	7961	14848
AM236083	1	352782	60.99092357	rep_cluster_685	002150__AM236083_00122	-	-	-	-	-	-	Non-mobilizable	AM236083	0	2847	AM236083	136	142	151	162	174	187	207	230	254	278	443
AM260523	1	3661	34.55340071	rep_cluster_137	000692__CP012906	-	-	-	-	-	-	Non-mobilizable	AM260523	0	2266	AM260523	15	19	24	31	39	46	52	57	61	62	66
AM260524	1	23343	35.02548944	rep_cluster_1829	001250__HG969193_00001	-	-	-	-	-	-	Non-mobilizable	AM260524	0	3743	AM260524	4054	4170	4292	4459	4668	4939	5275	5756	6419	7462	14167
AM261282	1	54383	60.83886509	IncP	000175__JQ004408_00022	MOBP	NC_019318_00039	MPF_T	NC_019318_00059,NC_019318_00058,NC_019318_00057,NC_019318_00040	MOBP	NC_017965	Conjugative	AM261282	0	166	AM261282	3137	3230	3326	3457	3612	3810	4072	4431	4873	5514	8657
AM711865	1	27357	67.55857733	rep_cluster_204	001466__CP011044	MOBC	CP012574_00009	-	-	-	-	Mobilizable	AM711865	0	7642	AM711865	4307	4433	4561	4742	4966	5248	5601	6104	6802	7895	14765
AM711866	1	69989	66.49616368	-	-	MOBF,MOBF	AM711866_00011,NC_009479_00012	MPF_T	NC_009479_00014	-	-	Conjugative	AM711866	0	7647	AM711866	4333	4459	4587	4770	4995	5277	5633	6137	6837	7934	14812
AM747723	1	92661	62.76211135	rep_cluster_1467	000805__NC_008545_00092	MOBF	NC_011003_00065	MPF_F	NC_011003_00023,NC_011003_00024,NC_011003_00035,NC_011003_00036,NC_011003_00037,NC_011003_00047,NC_011003_00048,NC_011003_00052,NC_011003_00067	-	-	Conjugative	AM747723	0	5425	AM747723	4197	4318	4445	4621	4838	5115	5463	5956	6639	7702	14494
AM849035	1	50350	67.46176763	rep_cluster_204	001467__CP012574	MOBC	CP012574_00009	-	-	-	-	Mobilizable	AM849035	0	7644	AM849035	4308	4434	4562	4743	4968	5250	5603	6106	6804	7897	14767
AM849036	1	94791	68.84408857	-	-	-	-	-	-	-	-	Non-mobilizable	AM849036	0	8147	AM849036	4618	4744	4872	5057	5282	5567	5927	6436	7150	8258	15170
AM886060	1	62830	40.01750756	rep_cluster_349	001664__CP006255_00026	MOBQ	CP000558_00038	MPF_T	NC_010420_00058	-	-	Conjugative	AM886060	0	5388	AM886060	4159	4280	4405	4580	4796	5071	5418	5905	6577	7626	14391
AM942760	1	36289	36.20656397	IncX8	000229__AM942760_00001	MOBP	NC_010555_00037	MPF_T	NC_010555_00009,NC_010555_00012,NC_010555_00014,NC_010555_00015	-	-	Conjugative	AM942760	0	5964	AM942760	3225	3320	3418	3558	3724	3932	4205	4583	5046	5709	9267
AM990993	1	5246	30.72817385	rep_cluster_1118	000379__NC_013452_00003	MOBV	NC_010262_00002	-	-	-	-	Mobilizable	AM990993	0	2219	AM990993	1468	1508	1554	1616	1696	1784	1914	2084	2282	2550	3891
AM990994	1	4381	31.63661265	rep_cluster_1118	AM990994	MOBP	NC_012000_00003	-	-	-	-	Mobilizable	AM990994	0	590	AM990994	1479	1519	1566	1628	1708	1796	1928	2098	2299	2569	3939
AM990995	1	3158	29.00569981	rep_cluster_1017	000264__NC_017336_00001	-	-	-	-	-	-	Non-mobilizable	AM990995	0	556	AM990995	1453	1493	1535	1595	1673	1758	1886	2055	2249	2514	3832
AP002086	1	217594	57.31637821	-	-	MOBQ,MOBQ	NC_016814_00131,NC_002575_00134	MPF_T	NC_002575_00131,NC_009621_00340,NC_019555_00155,NC_010841_00159,NC_011982_00179,NC_010841_00162,NC_011982_00176,NC_002575_00190,NC_011982_00166	-	-	Conjugative	AP002086	0	136	AP002086	211	218	230	244	261	281	310	341	377	429	654
AP003017	1	208315	59.87566906	IncP	000187__AP003017_00244	MOBP	NC_002682_00249	MPF_T	NC_002682_00109,NC_002682_00114,NC_002682_00250	-	-	Conjugative	AP003017	0	7829	AP003017	2314	2389	2465	2559	2680	2822	3018	3274	3562	3955	5985
AP004310	1	119895	42.95008132	-	-	-	-	-	-	-	-	Non-mobilizable	AP004310	0	3286	AP004310	4278	4403	4531	4708	4931	5213	5566	6067	6763	7853	14701
AP004311	1	103307	44.47907693	-	-	-	-	-	-	-	-	Non-mobilizable	AP004311	0	3294	AP004311	4369	4495	4623	4807	5032	5316	5673	6180	6887	7992	14884
AP005352	1	48508	44.92661004	-	-	MOBF	NC_009702_00055	MPF_F	NC_005128_00006,NC_005128_00009,NC_009702_00037,NZ_CM001801_00015,NC_005128_00012,NZ_CM001801_00017,NC_005128_00015,NC_005128_00016,NZ_CM001801_00023,NZ_CM001801_00024,NZ_CM001801_00030	-	-	Conjugative	AP005352	0	7630	AP005352	4207	4328	4455	4631	4849	5127	5476	5969	6654	7719	14516
AP006520	1	47890	44.15117979	rep_cluster_349	001664__CP006255_00026	-	-	-	-	-	-	Non-mobilizable	AP006520	0	2721	AP006520	5993	6119	6247	6432	6657	6942	7302	7811	8525	9633	16545
AP006726	1	224152	50.16818944	IncFIB,IncHI1B	000107__CP014778_00094,JN420336	-	-	-	-	-	-	Non-mobilizable	AP006726	0	4071	AP006726	3498	3603	3714	3870	4056	4302	4615	5066	5635	6440	11392
AP008931	1	271577	61.90546328	-	-	MOBP	NC_007491_00273	-	-	-	-	Mobilizable	AP008931	0	7135	AP008931	4902	5028	5156	5341	5566	5851	6211	6720	7434	8542	15454
AP008932	1	104014	63.02132405	-	-	MOBF	NC_007486_00018	-	-	-	-	Mobilizable	AP008932	0	6712	AP008932	2701	2782	2863	2969	3100	3264	3484	3760	4071	4499	6639
AP008933	1	3637	62.22161122	rep_cluster_1626	001016__AP008933_00001	-	-	-	-	-	-	Non-mobilizable	AP008933	0	5400	AP008933	625	638	657	683	718	750	801	846	910	998	1314
AP009379	1	122345	51.04009154	IncFIC,IncFIA,rep_cluster_2131,IncFIB	CP003035,000136__AP014877_00014,CP030770_00142,000096__NC_019117_00097	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017630_00031,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_019094_00068,NC_010719_00097,NC_008460_00107,NC_019072_00073	MOBF	NC_010600	Conjugative	AP009379	0	109	AP009379	3456	3559	3669	3824	4008	4247	4557	4982	5517	6282	10887
